---------
20e+04
16 	 8.388608e+06
24 	 2.516582e+07
32 	 inf
40 	 4.194304e+07
48 	 5.033165e+07
56 	 5.872026e+07
64 	 6.710886e+07
72 	 7.549747e+07
80 	 8.388608e+07
88 	 9.227469e+07
96 	 inf
104 	 1.090519e+08
112 	 1.174405e+08
120 	 inf
128 	 1.342177e+08
136 	 1.426063e+08
144 	 1.509949e+08
152 	 1.593836e+08
160 	 1.677722e+08
168 	 1.761608e+08
176 	 1.476395e+08
184 	 1.929380e+08
192 	 2.013266e+08
200 	 1.677722e+08
208 	 2.181038e+08
216 	 2.264924e+08
224 	 1.879048e+08
232 	 2.432696e+08
240 	 2.516582e+08
248 	 2.080375e+08
256 	 2.684355e+08
264 	 2.768241e+08
272 	 2.852127e+08
280 	 2.936013e+08
288 	 3.019899e+08
296 	 3.103785e+08
304 	 2.550137e+08
312 	 3.271557e+08
320 	 3.355443e+08
328 	 2.751463e+08
336 	 3.523215e+08
344 	 3.607101e+08
352 	 inf
360 	 3.774874e+08
368 	 3.858760e+08
376 	 3.942646e+08
384 	 4.026532e+08
392 	 3.288334e+08
400 	 4.194304e+08
408 	 4.278190e+08
416 	 4.362076e+08
424 	 4.445962e+08
432 	 2.013266e+08
440 	 4.613734e+08
448 	 4.697620e+08
456 	 3.825205e+08
464 	 4.865393e+08
472 	 4.949279e+08
480 	 5.033165e+08
488 	 inf
496 	 5.200937e+08
504 	 5.284823e+08
512 	 4.294967e+08
520 	 5.452595e+08
528 	 5.536481e+08
536 	 5.620367e+08
544 	 5.704253e+08
552 	 4.630512e+08
560 	 5.872026e+08
568 	 5.955912e+08
576 	 6.039798e+08
584 	 3.061842e+08
592 	 4.966056e+08
600 	 6.291456e+08
608 	 6.375342e+08
616 	 6.459228e+08
624 	 6.543114e+08
632 	 2.945333e+08
640 	 6.710886e+08
648 	 5.435818e+08
656 	 6.878659e+08
664 	 6.962545e+08
672 	 7.046431e+08
680 	 3.565158e+08
688 	 7.214203e+08
696 	 7.298089e+08
704 	 3.280878e+08
712 	 7.465861e+08
720 	 7.549747e+08
728 	 7.633633e+08
736 	 3.858760e+08
744 	 7.801405e+08
752 	 7.885292e+08
760 	 6.375342e+08
768 	 8.053064e+08
776 	 1.914576e+08
784 	 8.220836e+08
792 	 8.304722e+08
800 	 6.710886e+08
808 	 8.472494e+08
816 	 3.802836e+08
824 	 8.640266e+08
