---------
75e+04
16 	 1.137438e+06
24 	 4.793490e+06
32 	 6.391320e+06
40 	 7.989150e+06
48 	 9.586981e+06
56 	 1.118481e+07
64 	 1.579032e+07
72 	 1.438047e+07
80 	 1.597830e+07
88 	 1.476395e+07
96 	 1.917396e+07
104 	 2.181038e+07
112 	 2.236962e+07
120 	 2.396745e+07
128 	 3.158064e+07
136 	 2.716311e+07
144 	 2.876094e+07
152 	 3.035877e+07
160 	 3.195660e+07
168 	 2.710166e+07
176 	 3.515226e+07
184 	 3.675009e+07
192 	 3.221225e+07
200 	 3.994575e+07
208 	 4.154358e+07
216 	 4.314141e+07
224 	 4.473924e+07
232 	 4.633707e+07
240 	 4.793490e+07
248 	 4.953273e+07
256 	 5.113056e+07
264 	 5.272839e+07
272 	 4.563403e+07
280 	 5.592405e+07
288 	 5.752188e+07
296 	 5.911971e+07
304 	 6.071754e+07
312 	 6.231537e+07
320 	 6.710886e+07
328 	 6.551103e+07
336 	 5.637145e+07
344 	 5.771362e+07
352 	 7.030452e+07
360 	 5.033165e+07
368 	 7.350018e+07
376 	 5.256861e+07
384 	 5.553837e+07
392 	 7.829367e+07
400 	 7.989150e+07
408 	 8.148933e+07
416 	 6.979322e+07
424 	 6.839942e+07
432 	 8.628283e+07
440 	 8.788066e+07
448 	 8.947849e+07
456 	 9.107632e+07
464 	 9.267415e+07
472 	 9.427198e+07
480 	 8.053064e+07
488 	 8.187281e+07
496 	 9.906547e+07
504 	 1.006633e+08
512 	 1.022611e+08
520 	 1.038590e+08
528 	 8.858370e+07
536 	 7.752231e+07
544 	 9.126806e+07
552 	 9.261023e+07
560 	 9.033886e+07
568 	 9.162941e+07
576 	 1.150438e+08
584 	 1.166416e+08
592 	 1.182394e+08
600 	 1.006633e+08
608 	 1.214351e+08
616 	 9.937274e+07
624 	 1.006633e+08
632 	 1.060320e+08
640 	 1.073742e+08
648 	 7.152392e+07
656 	 1.100585e+08
664 	 1.114007e+08
672 	 1.127429e+08
680 	 1.358156e+08
688 	 1.374134e+08
696 	 1.167694e+08
704 	 1.181116e+08
712 	 1.422069e+08
720 	 1.207960e+08
728 	 1.052915e+08
736 	 2.563960e+06
744 	 2.555743e+06
752 	 1.261647e+08
760 	 1.275068e+08
768 	 1.238933e+08
776 	 1.084927e+08
784 	 1.315334e+08
792 	 1.328756e+08
800 	 1.157049e+08
808 	 1.355599e+08
816 	 1.180190e+08
824 	 1.382443e+08
832 	 1.395864e+08
840 	 1.409286e+08
848 	 1.422708e+08
856 	 1.436130e+08
864 	 1.249613e+08
872 	 1.462973e+08
880 	 1.272754e+08
888 	 1.489817e+08
896 	 1.295895e+08
904 	 1.516660e+08
912 	 1.319036e+08
920 	 1.543504e+08
928 	 1.342177e+08
936 	 6.654014e+07
944 	 1.070114e+08
952 	 1.597191e+08
960 	 1.388459e+08
968 	 1.400030e+08
976 	 1.364547e+08
984 	 1.375732e+08
992 	 1.223750e+08
1000 	 1.677722e+08
1008 	 1.691143e+08
1016 	 1.469453e+08
1024 	 1.481023e+08
1032 	 1.731409e+08
1040 	 1.744830e+08
1048 	 1.758252e+08
1056 	 2.109136e+08
1064 	 2.125114e+08
1072 	 1.798518e+08
1080 	 1.811939e+08
1088 	 1.825361e+08
1096 	 2.189027e+08
1104 	 1.852205e+08
1112 	 1.865626e+08
1120 	 1.619869e+08
1128 	 1.577058e+08
1136 	 1.832588e+08
1144 	 1.845494e+08
1152 	 1.858399e+08
1160 	 2.316854e+08
1168 	 1.689292e+08
1176 	 1.700863e+08
1184 	 1.986422e+08
1192 	 1.999844e+08
1200 	 2.013266e+08
1208 	 2.026688e+08
1216 	 2.040109e+08
1224 	 2.053531e+08
1232 	 1.781856e+08
1240 	 1.576042e+08
1248 	 1.137933e+08
1256 	 2.107218e+08
1264 	 2.120640e+08
